Flight Time, Lat, Long, Altitude (ft), Date, Hour:Min:Sec, Fix,Internal Ambient (K), External Ambient (K), Battery (K), OPC (K), OPC Heater Status, Battery Heater Status, External Pressure (PSI), MS5607 temperature (C), MS5607 pressure (PA)
0:14:10,44.3047,-93.8239,3433.1,5/16/2019,18:7:44,12,Fix,311.34,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:15,44.3045,-93.8239,3451.8,5/16/2019,18:7:49,12,Fix,311.34,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:20,44.3042,-93.8239,3472.8,5/16/2019,18:7:54,11,Fix,311.34,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:25,44.3040,-93.8239,3490.5,5/16/2019,18:7:59,12,Fix,311.27,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:30,44.3038,-93.8238,3511.8,5/16/2019,18:8:4,12,Fix,311.27,309.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:35,44.3036,-93.8238,3535.1,5/16/2019,18:8:9,12,Fix,311.27,309.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:40,44.3033,-93.8237,3562.3,5/16/2019,18:8:14,12,Fix,311.27,309.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:45,44.3031,-93.8237,3590.2,5/16/2019,18:8:19,12,Fix,311.21,309.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:50,44.3029,-93.8236,3619.8,5/16/2019,18:8:24,11,Fix,311.21,309.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:55,44.3027,-93.8235,3658.1,5/16/2019,18:8:29,12,Fix,311.21,309.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:00,44.3024,-93.8233,3695.5,5/16/2019,18:8:34,12,Fix,311.21,309.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:05,44.3022,-93.8233,3729.3,5/16/2019,18:8:39,10,Fix,311.21,309.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:10,44.3019,-93.8232,3763.5,5/16/2019,18:8:44,12,Fix,311.15,309.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:15,44.3017,-93.8231,3797.9,5/16/2019,18:8:49,12,Fix,311.15,309.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:20,44.3015,-93.8230,3829.1,5/16/2019,18:8:54,12,Fix,311.15,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:25,44.3012,-93.8229,3863.2,5/16/2019,18:8:59,12,Fix,311.15,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:30,44.3009,-93.8228,3897.6,5/16/2019,18:9:4,12,Fix,311.09,307.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:35,44.3006,-93.8227,3930.4,5/16/2019,18:9:9,12,Fix,311.09,307.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:40,44.3004,-93.8225,3964.9,5/16/2019,18:9:14,12,Fix,311.09,307.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:45,44.3001,-93.8224,3991.5,5/16/2019,18:9:19,11,Fix,311.09,307.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:50,44.2998,-93.8224,3993.8,5/16/2019,18:9:24,11,Fix,311.09,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:15:55,44.2995,-93.8222,4034.1,5/16/2019,18:9:29,12,Fix,311.02,307.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:00,44.2992,-93.8221,4082.7,5/16/2019,18:9:34,12,Fix,311.02,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:05,44.2990,-93.8220,4126.3,5/16/2019,18:9:39,12,Fix,311.02,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:10,44.2987,-93.8218,4168.0,5/16/2019,18:9:44,12,Fix,310.96,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:15,44.2984,-93.8218,4210.0,5/16/2019,18:9:49,12,Fix,310.96,308.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:20,44.2981,-93.8216,4253.6,5/16/2019,18:9:54,12,Fix,310.96,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:25,44.2978,-93.8216,4295.6,5/16/2019,18:9:59,12,Fix,310.90,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:30,44.2975,-93.8215,4336.6,5/16/2019,18:10:4,12,Fix,310.90,308.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:35,44.2972,-93.8215,4381.9,5/16/2019,18:10:9,12,Fix,310.90,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:40,44.2969,-93.8214,4424.5,5/16/2019,18:10:14,12,Fix,310.84,308.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:45,44.2966,-93.8213,4463.9,5/16/2019,18:10:19,12,Fix,310.84,308.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:50,44.2963,-93.8211,4501.6,5/16/2019,18:10:24,11,Fix,310.84,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:16:55,44.2960,-93.8210,4535.1,5/16/2019,18:10:29,11,Fix,310.84,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:00,44.2957,-93.8209,4565.3,5/16/2019,18:10:34,11,Fix,310.77,308.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:05,44.2955,-93.8209,4591.9,5/16/2019,18:10:39,11,Fix,310.77,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:10,44.2952,-93.8207,4620.4,5/16/2019,18:10:44,11,Fix,310.77,307.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:15,44.2949,-93.8206,4652.6,5/16/2019,18:10:49,11,Fix,310.71,307.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:20,44.2946,-93.8205,4682.7,5/16/2019,18:10:54,11,Fix,310.71,307.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:25,44.2944,-93.8204,4711.0,5/16/2019,18:10:59,11,Fix,310.71,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:30,44.2941,-93.8203,4736.9,5/16/2019,18:11:4,11,Fix,310.71,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:35,44.2938,-93.8201,4763.5,5/16/2019,18:11:9,11,Fix,310.65,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:40,44.2935,-93.8200,4797.6,5/16/2019,18:11:14,11,Fix,310.65,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:45,44.2932,-93.8200,4828.1,5/16/2019,18:11:19,11,Fix,310.59,307.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:50,44.2930,-93.8199,4861.2,5/16/2019,18:11:24,11,Fix,310.52,307.15,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:17:55,44.2927,-93.8199,4897.0,5/16/2019,18:11:29,11,Fix,310.52,307.65,311.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:00,44.2924,-93.8199,4927.8,5/16/2019,18:11:34,11,Fix,310.52,307.65,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:05,44.2922,-93.8199,4957.7,5/16/2019,18:11:39,11,Fix,310.46,307.15,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:10,44.2919,-93.8200,4988.5,5/16/2019,18:11:44,11,Fix,310.46,306.65,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:15,44.2916,-93.8199,5025.6,5/16/2019,18:11:49,11,Fix,310.46,306.65,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:20,44.2913,-93.8199,5065.6,5/16/2019,18:11:54,11,Fix,310.40,306.65,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:25,44.2911,-93.8199,5110.6,5/16/2019,18:11:59,11,Fix,310.34,307.15,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:30,44.2909,-93.8199,5158.1,5/16/2019,18:12:4,11,Fix,310.34,306.65,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:35,44.2907,-93.8200,5205.4,5/16/2019,18:12:9,11,Fix,310.34,306.65,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:40,44.2905,-93.8200,5254.3,5/16/2019,18:12:14,11,Fix,310.27,306.15,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:45,44.2903,-93.8201,5303.5,5/16/2019,18:12:19,11,Fix,310.21,306.15,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:50,44.2900,-93.8202,5349.4,5/16/2019,18:12:24,11,Fix,310.21,306.15,310.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:18:55,44.2898,-93.8203,5398.3,5/16/2019,18:12:29,11,Fix,310.15,306.15,311.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:00,44.2896,-93.8203,5456.7,5/16/2019,18:12:34,11,Fix,310.15,306.15,310.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:05,44.2893,-93.8204,5513.8,5/16/2019,18:12:39,10,Fix,310.09,306.15,310.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:10,44.2891,-93.8204,5566.6,5/16/2019,18:12:44,11,Fix,310.09,306.15,310.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:15,44.2889,-93.8204,5624.0,5/16/2019,18:12:49,11,Fix,310.02,306.15,310.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:20,44.2888,-93.8205,5682.1,5/16/2019,18:12:54,11,Fix,309.96,305.15,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:25,44.2885,-93.8205,5738.2,5/16/2019,18:12:59,11,Fix,309.90,305.15,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:30,44.2883,-93.8205,5793.0,5/16/2019,18:13:4,10,Fix,309.90,305.65,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:35,44.2880,-93.8206,5842.5,5/16/2019,18:13:9,11,Fix,309.84,305.15,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:40,44.2878,-93.8205,5887.5,5/16/2019,18:13:14,11,Fix,309.77,304.65,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:45,44.2876,-93.8204,5925.2,5/16/2019,18:13:19,11,Fix,309.77,305.15,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:50,44.2873,-93.8203,5961.6,5/16/2019,18:13:24,11,Fix,309.71,305.15,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:19:55,44.2870,-93.8203,6006.2,5/16/2019,18:13:29,11,Fix,309.71,304.65,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:00,44.2868,-93.8202,6040.0,5/16/2019,18:13:34,11,Fix,309.65,304.65,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:05,44.2866,-93.8201,6073.5,5/16/2019,18:13:39,10,Fix,309.59,305.15,310.65,310.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:10,44.2863,-93.8200,6115.5,5/16/2019,18:13:44,11,Fix,309.59,305.15,310.65,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:15,44.2860,-93.8199,6161.7,5/16/2019,18:13:49,11,Fix,309.52,305.15,310.65,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:20,44.2858,-93.8198,6200.8,5/16/2019,18:13:54,11,Fix,309.46,304.65,310.65,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:25,44.2855,-93.8198,6245.4,5/16/2019,18:13:59,11,Fix,309.40,304.65,310.65,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:30,44.2852,-93.8198,6288.1,5/16/2019,18:14:4,11,Fix,309.34,304.65,310.65,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:35,44.2849,-93.8197,6332.0,5/16/2019,18:14:9,11,Fix,309.34,305.15,310.65,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:40,44.2846,-93.8197,6366.8,5/16/2019,18:14:14,10,Fix,309.27,305.15,310.65,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:45,44.2842,-93.8196,6401.9,5/16/2019,18:14:19,11,Fix,309.21,305.15,310.65,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:50,44.2839,-93.8196,6436.0,5/16/2019,18:14:24,11,Fix,309.15,305.15,310.15,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:20:55,44.2836,-93.8195,6471.8,5/16/2019,18:14:29,10,Fix,309.15,304.65,310.15,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:00,44.2833,-93.8193,6508.2,5/16/2019,18:14:34,11,Fix,309.09,303.65,310.15,309.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:05,44.2830,-93.8192,6545.3,5/16/2019,18:14:39,11,Fix,309.02,303.65,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:10,44.2826,-93.8191,6578.7,5/16/2019,18:14:44,11,Fix,309.02,304.15,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:15,44.2823,-93.8189,6619.1,5/16/2019,18:14:49,11,Fix,308.96,303.65,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:20,44.2820,-93.8187,6655.5,5/16/2019,18:14:54,11,Fix,308.90,304.15,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:25,44.2818,-93.8186,6690.0,5/16/2019,18:14:59,11,Fix,308.84,304.65,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:30,44.2815,-93.8184,6719.8,5/16/2019,18:15:4,11,Fix,308.84,304.15,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:35,44.2812,-93.8181,6751.6,5/16/2019,18:15:9,12,Fix,308.77,304.65,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:40,44.2809,-93.8178,6786.4,5/16/2019,18:15:14,12,Fix,308.71,305.15,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:45,44.2807,-93.8176,6820.5,5/16/2019,18:15:19,12,Fix,308.65,305.15,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:50,44.2804,-93.8172,6856.0,5/16/2019,18:15:24,12,Fix,308.59,304.15,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:21:55,44.2801,-93.8169,6892.7,5/16/2019,18:15:29,12,Fix,308.59,304.15,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:00,44.2798,-93.8166,6929.8,5/16/2019,18:15:34,12,Fix,308.52,304.15,310.15,309.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:05,44.2795,-93.8163,6968.2,5/16/2019,18:15:39,12,Fix,308.52,303.65,310.15,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:10,44.2793,-93.8160,7007.9,5/16/2019,18:15:44,12,Fix,308.46,303.65,310.15,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:15,44.2790,-93.8158,7044.9,5/16/2019,18:15:49,12,Fix,308.40,303.65,310.15,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:20,44.2786,-93.8154,7076.8,5/16/2019,18:15:54,12,Fix,308.34,303.65,310.15,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:25,44.2783,-93.8151,7107.9,5/16/2019,18:15:59,12,Fix,308.27,303.65,310.15,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:30,44.2780,-93.8147,7139.8,5/16/2019,18:16:4,12,Fix,308.27,303.15,310.15,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:35,44.2777,-93.8143,7173.2,5/16/2019,18:16:9,12,Fix,308.15,303.15,309.65,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:40,44.2774,-93.8138,7201.8,5/16/2019,18:16:14,12,Fix,308.09,302.65,309.65,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:45,44.2772,-93.8135,7215.2,5/16/2019,18:16:19,12,Fix,308.09,302.15,309.65,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:50,44.2769,-93.8131,7227.4,5/16/2019,18:16:24,12,Fix,308.02,302.15,309.65,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:22:55,44.2766,-93.8128,7241.8,5/16/2019,18:16:29,12,Fix,307.96,302.15,309.65,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:00,44.2762,-93.8124,7253.3,5/16/2019,18:16:34,12,Fix,307.90,302.65,309.65,308.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:05,44.2759,-93.8121,7257.9,5/16/2019,18:16:39,12,Fix,307.90,302.65,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:10,44.2756,-93.8117,7278.2,5/16/2019,18:16:44,12,Fix,307.90,302.65,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:15,44.2752,-93.8113,7306.8,5/16/2019,18:16:49,12,Fix,307.84,302.65,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:20,44.2749,-93.8107,7332.0,5/16/2019,18:16:54,12,Fix,307.77,302.15,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:25,44.2745,-93.8103,7357.9,5/16/2019,18:16:59,12,Fix,307.71,302.15,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:30,44.2741,-93.8097,7387.5,5/16/2019,18:17:4,12,Fix,307.65,302.15,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:35,44.2737,-93.8092,7408.5,5/16/2019,18:17:9,12,Fix,307.52,302.15,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:40,44.2734,-93.8087,7433.1,5/16/2019,18:17:14,11,Fix,307.46,301.65,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:45,44.2729,-93.8082,7456.0,5/16/2019,18:17:19,12,Fix,307.40,301.65,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:50,44.2725,-93.8077,7482.9,5/16/2019,18:17:24,12,Fix,307.34,301.15,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:23:55,44.2721,-93.8071,7512.1,5/16/2019,18:17:29,12,Fix,307.27,301.65,309.65,308.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:00,44.2716,-93.8064,7544.6,5/16/2019,18:17:34,12,Fix,307.21,301.65,309.15,307.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:05,44.2711,-93.8058,7568.2,5/16/2019,18:17:39,12,Fix,307.21,302.15,309.15,307.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:10,44.2706,-93.8052,7589.6,5/16/2019,18:17:44,12,Fix,307.09,302.15,309.15,307.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:15,44.2700,-93.8046,7619.4,5/16/2019,18:17:49,12,Fix,307.09,302.15,309.15,307.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:20,44.2696,-93.8039,7649.3,5/16/2019,18:17:54,12,Fix,306.96,302.15,309.15,307.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:25,44.2690,-93.8032,7670.9,5/16/2019,18:17:59,12,Fix,306.90,302.15,309.15,307.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:30,44.2685,-93.8025,7686.4,5/16/2019,18:18:4,11,Fix,306.84,302.15,309.15,307.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:35,44.2679,-93.8018,7697.5,5/16/2019,18:18:9,12,Fix,306.84,302.15,309.15,307.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:40,44.2674,-93.8010,7706.7,5/16/2019,18:18:14,12,Fix,306.77,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:45,44.2668,-93.8003,7716.2,5/16/2019,18:18:19,11,Fix,306.71,302.15,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:50,44.2663,-93.7995,7727.7,5/16/2019,18:18:24,12,Fix,306.71,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:24:55,44.2658,-93.7988,7740.5,5/16/2019,18:18:29,12,Fix,306.65,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:00,44.2653,-93.7981,7754.6,5/16/2019,18:18:34,12,Fix,306.65,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:05,44.2648,-93.7972,7770.7,5/16/2019,18:18:40,12,Fix,306.59,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:10,44.2643,-93.7964,7786.7,5/16/2019,18:18:45,12,Fix,306.52,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:15,44.2639,-93.7957,7799.5,5/16/2019,18:18:50,12,Fix,306.52,302.15,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:20,44.2634,-93.7949,7812.7,5/16/2019,18:18:55,12,Fix,306.40,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:25,44.2630,-93.7942,7828.4,5/16/2019,18:19:0,12,Fix,306.46,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:30,44.2626,-93.7935,7845.1,5/16/2019,18:19:5,12,Fix,306.40,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:35,44.2621,-93.7928,7858.9,5/16/2019,18:19:10,12,Fix,306.40,302.65,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:40,44.2617,-93.7921,7872.7,5/16/2019,18:19:15,12,Fix,306.34,303.15,308.65,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:45,44.2612,-93.7914,7888.8,5/16/2019,18:19:20,12,Fix,306.27,303.15,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:50,44.2608,-93.7907,7903.5,5/16/2019,18:19:25,12,Fix,306.27,303.15,309.15,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:25:55,44.2603,-93.7900,7925.5,5/16/2019,18:19:30,11,Fix,306.27,303.15,308.65,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:00,44.2599,-93.7893,7942.3,5/16/2019,18:19:35,12,Fix,306.21,303.15,308.65,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:05,44.2594,-93.7886,7966.9,5/16/2019,18:19:40,12,Fix,306.15,303.15,308.65,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:10,44.2590,-93.7879,7988.5,5/16/2019,18:19:45,12,Fix,306.15,303.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:15,44.2585,-93.7871,8015.7,5/16/2019,18:19:50,12,Fix,306.15,303.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:20,44.2580,-93.7864,8043.3,5/16/2019,18:19:55,11,Fix,306.15,303.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:25,44.2575,-93.7856,8070.2,5/16/2019,18:20:0,12,Fix,306.09,303.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:30,44.2570,-93.7849,8100.4,5/16/2019,18:20:5,12,Fix,306.09,303.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:35,44.2565,-93.7841,8131.2,5/16/2019,18:20:10,12,Fix,306.09,303.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:40,44.2559,-93.7833,8159.8,5/16/2019,18:20:15,12,Fix,306.09,303.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:45,44.2554,-93.7826,8190.6,5/16/2019,18:20:20,12,Fix,306.09,303.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:50,44.2549,-93.7818,8220.1,5/16/2019,18:20:25,12,Fix,306.09,303.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:26:55,44.2544,-93.7810,8250.3,5/16/2019,18:20:30,12,Fix,306.02,303.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:00,44.2539,-93.7803,8279.9,5/16/2019,18:20:35,12,Fix,306.02,303.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:05,44.2534,-93.7794,8308.4,5/16/2019,18:20:40,12,Fix,306.02,303.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:10,44.2529,-93.7786,8335.6,5/16/2019,18:20:45,12,Fix,306.02,303.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:15,44.2524,-93.7778,8364.5,5/16/2019,18:20:50,12,Fix,306.02,304.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:20,44.2519,-93.7769,8391.4,5/16/2019,18:20:55,12,Fix,306.02,304.15,308.65,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:25,44.2514,-93.7760,8411.1,5/16/2019,18:21:0,12,Fix,306.02,304.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:30,44.2509,-93.7751,8436.4,5/16/2019,18:21:5,12,Fix,305.96,305.15,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:35,44.2504,-93.7743,8458.7,5/16/2019,18:21:10,12,Fix,305.96,304.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:40,44.2499,-93.7734,8483.6,5/16/2019,18:21:15,12,Fix,305.96,304.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:45,44.2494,-93.7726,8512.1,5/16/2019,18:21:20,12,Fix,306.02,304.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:50,44.2489,-93.7717,8532.2,5/16/2019,18:21:25,12,Fix,305.96,304.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:27:55,44.2485,-93.7708,8554.1,5/16/2019,18:21:30,12,Fix,305.96,304.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:28:00,44.2479,-93.7699,8574.8,5/16/2019,18:21:35,12,Fix,305.96,304.65,309.15,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:28:05,44.2474,-93.7691,8593.2,5/16/2019,18:21:40,12,Fix,305.96,304.65,308.65,307.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:28:10,44.2469,-93.7682,8617.1,5/16/2019,18:21:45,12,Fix,305.96,304.65,308.65,306.65,CLOSED,CLOSED,332942.91,136497080000.00,
